"g_seq";"g_writer";"g_date";"g_time";"g_subject";"g_content";"g_image"
562;"callor@callor.com";"2019-08-01";"11:16:56";"세더잘11";"[세더잘11]사형제도, 과연 필요한가? 내인생의책";""
563;"callor@callor.com";"2019-03-18";"14:12:29";"세더잘8미";"[세더잘8]미디어의 힘, 견제해야 할까? 내인생의책";""
564;"callor@callor.com";"2019-02-23";"17:25:38";"너머학교 열";"[너머학교 열린교실 7]논다는 것 - 오늘 놀아야 내일이 열린다! 너머학교";""
565;"callor@callor.com";"2017-11-23";"10:25:39";"노란돼지 창";"[노란돼지 창작그림책 12]도깨비 살려! - 우리문화 이야기 : 마을과 집안을 지키는 신 노란돼지";""
566;"callor@callor.com";"2017-12-03";"15:01:35";"생각이 자라";"[생각이 자라는 말과 글 1]익은 말? 익은 말! 녹색지팡이";""
567;"callor@callor.com";"2019-03-08";"10:30:01";"너한테도 생길";"너한테도 생길 수 있는 일 - 학교폭력에 용기 있게 맞서기 다른";""
568;"callor@callor.com";"2019-07-22";"09:03:17";"I need";"[I need 시리즈 8](얘들아, 학교 가자!)별별 학교 지구촌 친구들 다림";""
569;"callor@callor.com";"2017-11-30";"12:00:35";"십대, 고수답";"십대, 고수답게 싸워라 - 내 삶에 태클 거는 분노 해결법 뜨인돌";""
570;"callor@callor.com";"2019-03-09";"14:34:58";"십대를 위한 ";"십대를 위한 재미있는 어휘 교과서 2 뜨인돌";""
571;"callor@callor.com";"2019-01-16";"11:17:31";"신나게 찍고";"(신나게 찍고 재밌게 쓰자!)사진 일기 쓰기 뜨인돌어린이";""
572;"callor@callor.com";"2019-05-20";"17:15:58";"속담왕 시리";"[속담왕 시리즈 4]속담골 받아쓰기 대회 - 속담골 삼총사 드디어 선생님이 되다! 뜨인돌어린이";""
573;"callor@callor.com";"2019-04-15";"16:08:44";"똑똑한 어린이";"똑똑한 어린이 어휘 교과서 뜨인돌어린이";""
574;"callor@callor.com";"2019-11-18";"09:16:01";"미래생각발전";"[미래생각발전소 7]믿음의 불편한 진실 종교 미래아이";""
575;"callor@callor.com";"2019-08-14";"11:23:29";"청소년을 위";"[청소년을 위한 LIVE 경제교실 2]경제기사 X-파일 미래의창";""
576;"callor@callor.com";"2019-11-07";"17:15:46";"청소년을 위";"[청소년을 위한 LIVE 경제교실 3]대한민국 경제사 미래의창";""
577;"callor@callor.com";"2019-05-04";"10:57:14";"미세기 교실";"[미세기 교실 밖 직업 체험 학교]처음 만나는 직업책 1 미세기";""
578;"callor@callor.com";"2019-04-30";"17:24:23";"평화 발자국";"[평화 발자국 10]먼지 없는 방 - 삼성반도체 공장의 비밀 보리";""
579;"callor@callor.com";"2019-04-30";"16:27:09";"평화 발자국";"[평화 발자국 9]사람 냄새 - 삼성에 없는 단 한 가지 보리";""
580;"callor@callor.com";"2019-02-14";"12:56:59";"전통문화 그";"[전통문화 그림책 솔거나라]엄마꼭지연 보림";""
581;"callor@callor.com";"2019-06-29";"13:48:10";"돈의 비밀 -";"돈의 비밀 - 돈으로 읽는 세계 경제 이야기 봄나무";""
582;"callor@callor.com";"2019-12-29";"09:09:55";"부키 전문직";"[부키 전문직 리포트 15]사서가 말하는 사서 - 21명의 사서들이 솔직하게 털어놓은 사서의 세계 부키";""
583;"callor@callor.com";"2019-12-05";"10:29:06";"어린이 성경";"어린이 성경 북극곰";""
584;"callor@callor.com";"2019-12-19";"11:03:21";"그들도 나처럼";"그들도 나처럼 소중하다 - 대한민국 최초의 인권대사 박경서 그가 들려주는 세계 인권 이야기 북로그컴퍼니";""
585;"callor@callor.com";"2019-08-29";"17:13:32";"14살 마음의";"14살 마음의 지도 - 부모님과 함께 하는 청소년 힐링캠프 북멘토";""
586;"callor@callor.com";"2019-05-09";"09:18:56";"통하면 아프지";"통하면 아프지 않다 - 우리 시대 소통 멘토에게 듣는 고군분투 청춘 고백  북스코프";""
587;"callor@callor.com";"2019-04-19";"17:59:03";"십대, 책에서";"십대, 책에서 길을 묻다 - 책에서 지혜와 삶, 꿈의 멘토를 만나다 북씽크";""
588;"callor@callor.com";"2019-12-23";"12:41:21";"주니어대학 ";"[주니어대학 3. 신문방송학]스마트폰이 세상을 바꾼다고? 비룡소";""
589;"callor@callor.com";"2019-08-26";"11:38:31";"사회는 쉽다 ";"사회는 쉽다 1 - 왕, 총리, 대통령 중 누가 가장 높을까? : 우리나라와 세계의 민주정치 비룡소";""
590;"callor@callor.com";"2019-10-24";"13:06:14";"사계절 지식";"[사계절 지식소설 8]뭘 해도 괜찮아 -꿈을 찾는 진로의 심리학 사계절출판사";""
591;"callor@callor.com";"2019-07-19";"17:09:31";"일과사람 1";"[일과사람 10 한의사]맥을 짚어 볼까요?  사계절출판사";""
592;"callor@callor.com";"2019-05-11";"14:45:53";"일과사람 8";"[일과사람 8 초등학교 선생님]얘들아, 학교 가자! 사계절출판사";""
593;"callor@callor.com";"2019-10-21";"09:27:28";"비정규 씨, ";"비정규 씨, 출근하세요? 사계절출판사";""
594;"callor@callor.com";"2019-04-11";"09:22:50";"나는 알아요";"[나는 알아요 6 놀라운 문화]박물관 사파리";""
595;"callor@callor.com";"2019-05-24";"14:02:46";"나는 알아요";"[나는 알아요 7 신나는 생활]집짓기 사파리";""
596;"callor@callor.com";"2019-04-06";"11:36:32";"산하 지식의";"[산하 지식의 숲 10]장애, 너는 누구니? 산하";""
597;"callor@callor.com";"2019-06-29";"13:20:54";"산하 지식의";"[산하 지식의 숲 11]맛있는 짜장면의 역사 산하";""
598;"callor@callor.com";"2019-12-24";"16:22:32";"산하 지식의";"[산하 지식의 숲 13]노벨 평화상 산하";""
599;"callor@callor.com";"2019-11-25";"14:09:43";"나는 대학에 ";"나는 대학에 가지 않았다 - 삶이 길이 되고 꿈이 땀이 된 고졸 청년들의 이유 있는 선택 살림Friends";""
600;"callor@callor.com";"2017-12-07";"10:27:55";"말이 세상을 ";"말이 세상을 아프게 한다 - 차별과 편견을 허무는 평등한 언어사용 설명서 살림Friends";""
601;"callor@callor.com";"2019-03-07";"14:31:36";"사회적 감수성";"사회적 감수성을 키우는 시민 교과서 - 사회 선생님이 들려주는 세금이야기 살림Friends";""
602;"callor@callor.com";"2019-03-29";"10:44:27";"상상의집 지";"[상상의집 지식마당 5]세상을 바꾼 착한 부자들 - 함께 사는 세상을 위한 나눔 상상의집";""
603;"callor@callor.com";"2019-12-07";"17:08:47";"상수리 호기";"[상수리 호기심 도서관 22]나도 저작권이 있어요! - 김기태 선생님의 교과서 속 저작권 이야기 상수리나무";""
604;"callor@callor.com";"2019-08-01";"11:08:39";"괜찮아, 이제";"괜찮아, 이제 걱정하지마 - 엄마가 쓴 어린이를 위한 심리 치료 편지 생각을담는어린이";""
605;"callor@callor.com";"2019-01-11";"16:24:44";"너는 커서 뭐";"너는 커서 뭐가 될래? - 10년 후 세상을 바꿀 아이들의 꿈 사전 소란";""
606;"callor@callor.com";"2019-12-02";"11:05:44";"스콜라 꼬마";"[스콜라 꼬마지식인 1]이웃집에는 어떤 가족이 살까? 스콜라";""
607;"callor@callor.com";"2019-10-21";"16:07:27";"십대들을 위";"[십대들을 위한 인성교과서]진정한 부 아름다운사람들";""
608;"callor@callor.com";"2019-08-16";"11:46:46";"십대들을 위";"[십대들을 위한 인성교과서]태도 아름다운사람들";""
609;"callor@callor.com";"2019-02-23";"16:41:17";"나의 고전 ";"[나의 고전 읽기 19]살기 좋은 세상을 향한 꿈 - 맹자 아이세움";""
610;"callor@callor.com";"2019-08-19";"11:05:57";"나의 고전 ";"[나의 고전 읽기 20]옛사람들의 세상 읽기 - 그리스 신화 아이세움";""
611;"callor@callor.com";"2019-04-19";"09:12:56";"아이세움 배";"[아이세움 배움터 32]주강현의 제주도 이야기 - 어린이 제주 인문서 아이세움";""
612;"callor@callor.com";"2019-09-24";"11:18:38";"우리알고 세";"[우리알고 세계보고 4]사람과 짐을 실어나르는 탈것 아이세움";""
613;"callor@callor.com";"2019-01-06";"09:14:30";"처음 만나는 ";"처음 만나는 우리 인문학 - 페르소나와 아니마의 갈림길에서 아포리아";""
614;"callor@callor.com";"2019-08-03";"16:38:36";"열여덟을 위한";"열여덟을 위한 철학캠프 알렙";""
615;"callor@callor.com";"2019-07-07";"14:08:04";"그대들, 어떻";"그대들, 어떻게 살 것인가 양철북";""
616;"callor@callor.com";"2019-05-24";"13:18:20";"어린이 인문";"[어린이 인문 시리즈 6]좋은 정치란 어떤 것일까요? 어린이나무생각";""
617;"callor@callor.com";"2019-05-18";"15:32:07";"조금 다른 지";"조금 다른 지구마을 여행 - 나를 바꾸고 세상을 배우는 청춘 예담";""
618;"callor@callor.com";"2019-01-13";"10:17:04";"아빠, 경영학";"아빠, 경영학이 뭐예요? - 아빠가 들려주는 10대를 위한 경영 이야기 예문당";""
619;"callor@callor.com";"2019-09-12";"14:23:06";"우리청소년교";"[우리청소년교양 나이태 6]세상을 바꾼 아름다운 용기 - 아이들의 손으로 살 만한 세상 만들기 우리교육";""
620;"callor@callor.com";"2019-09-15";"15:03:20";"중학생토론학교";"중학생토론학교 교육과 청소년 - 학교와 배움에 대한 일곱 가지 물음 우리학교";""
621;"callor@callor.com";"2019-05-12";"10:31:45";"작은 경제학";"(작은 경제학자를 위한)자본주의 교과서 - 강수돌 선생님과 함께 떠나는 자본주의 역사 여행 웃는돌고래";""
622;"callor@callor.com";"2019-07-24";"15:26:28";"행복한 관찰";"[행복한 관찰 그림책 1]어슬렁어슬렁 동네 관찰기 웅진주니어";""
623;"callor@callor.com";"2019-07-24";"09:53:22";"행복한 관찰";"[행복한 관찰 그림책 2]나의 엉뚱한 머리카락 연구 웅진주니어";""
624;"callor@callor.com";"2019-07-29";"15:00:18";"Mom - 전";"Mom - 전 세계 엄마들의 사생활 윌북";""
625;"callor@callor.com";"2019-03-14";"17:05:41";"이순 청소년";"[이순 청소년 문고 2]공자와 제자들의 유쾌한 교실 이순";""
626;"callor@callor.com";"2019-01-18";"16:00:53";"정여울의 문학";"정여울의 문학 멘토링 - 문학의 비밀을 푸는 18개의 놀라운 열쇠 이순";""
627;"callor@callor.com";"2019-10-24";"09:46:11";"국어선생님, ";"국어선생님, 잠든 우리말을 깨우다 - 국어사전에서 살려낸 우리말 100 작은숲";""
628;"callor@callor.com";"2019-11-29";"14:53:43";"초등학생이 ";"[초등학생이 꼭 만나야 할 민주사회 이야기 8]다양하다는 것 - 우리 엄마의 고향은 필리핀 장수하늘소";""
629;"callor@callor.com";"2019-04-21";"09:42:07";"다 같이 돌";"(다 같이 돌자)직업 한바퀴 주니어김영사";""
630;"callor@callor.com";"2019-07-13";"13:16:13";"인성의 기초";"[인성의 기초를 잡아주는 처음 인문학동화 3]소크라테스 아저씨네 축구단 주니어김영사";""
631;"callor@callor.com";"2019-03-28";"11:39:46";"한눈에 펼쳐";"[한눈에 펼쳐 보는 전통문화 8]자연의 빛깔을 담은 우리 옷과 장신구 주니어RHK";""
632;"callor@callor.com";"2019-06-08";"15:00:52";"한 권으로 ";"(한 권으로 보는)그림 스포츠 백과 진선아이";""
633;"callor@callor.com";"2019-06-08";"13:43:46";"우리 함께 웃";"우리 함께 웃어요! - 아름다운 세상을 위한 행복 나누기 찰리북";""
634;"callor@callor.com";"2019-02-02";"09:46:16";"사회와 친해";"[사회와 친해지는 책 - 문화]우리 자연유산 이야기 - 소중한 우리나라 천연기념물, 문화 편 창비";""
635;"callor@callor.com";"2019-07-08";"13:52:15";"사회와 친해";"[사회와 친해지는 책 - 자연]아파트 옆 작은 논 창비";""
636;"callor@callor.com";"2019-02-28";"15:26:24";"뚝딱뚝딱 인";"[뚝딱뚝딱 인권 짓기 2]우리가 바꿀 수 있어! 책읽는곰";""
637;"callor@callor.com";"2017-12-03";"10:16:57";"우리문화그림";"[우리문화그림책 온고지신 13]김치 특공대 책읽는곰";""
638;"callor@callor.com";"2019-07-21";"10:01:33";"10대를 위";"[10대를 위한 책도둑 시리즈 7]10대와 통하는 미디어 - 손석춘 선생님이 들려주는 나를 찾는 미디어 여행 철수와영희";""
639;"callor@callor.com";"2019-12-23";"09:26:17";"10대를 위";"[10대를 위한 책도둑 시리즈 8]10대와 통하는 성과 사랑 철수와영희";""
640;"callor@callor.com";"2019-04-02";"15:38:56";"길담서원 청";"[길담서원 청소년인문학교실-돈]나에게 돈이란 무엇일까? 철수와영희";""
641;"callor@callor.com";"2019-12-19";"16:56:14";"길담서원 청";"[길담서원 청소년인문학교실-집]나는 어떤 집에 살아야 행복할까? 철수와영희";""
642;"callor@callor.com";"2019-10-18";"17:35:16";"사자성어 한국";"사자성어 한국말로 번역하기-맑고 쉽게 살려 쓰는 한국말 철수와영희";""
643;"callor@callor.com";"2019-03-24";"17:26:14";"내일을 부탁해";"내일을 부탁해 - 스펙도 빽도 없는 청춘을 위한 일 찾기 프로젝트 청어람미디어";""
644;"callor@callor.com";"2019-11-03";"13:46:34";"가로세로그림";"[가로세로그림책 4]시장에 가면 만날 수 있어요 초록개구리";""
645;"callor@callor.com";"2019-12-24";"11:00:15";"가로세로그림";"[가로세로그림책 5]아지의 머나먼 여행 초록개구리";""
646;"callor@callor.com";"2019-10-11";"10:00:18";"더불어 사는";"[더불어 사는 지구 41](어린이 모금가들)좌충우돌 나눔 도전기 초록개구리";""
647;"callor@callor.com";"2019-05-14";"15:24:02";"유엔아동권리";"(유엔아동권리협약으로 알아보는)세계 어린이를 위한 소중한 약속 키다리";""
648;"callor@callor.com";"2019-08-22";"16:49:33";"랩으로 인문학";"랩으로 인문학 하기 탐";""
649;"callor@callor.com";"2019-03-30";"09:30:34";"춤추는 평화 ";"춤추는 평화  탐";""
650;"callor@callor.com";"2019-04-22";"09:33:48";"토토 생각날";"[토토 생각날개 24]세계문화유산 양동마을 - 우리의 전통이 살아 숨 쉬는 곳 토토북";""
651;"callor@callor.com";"2019-12-01";"14:07:54";"토토 우리문";"[토토 우리문화 학교 4]놀자, 노세! 전통 놀이 이야기 토토북";""
652;"callor@callor.com";"2017-11-19";"16:15:39";"세상에서 가장";"세상에서 가장 쉬운 일, 자원봉사 - 봉사하며 꿈을 찾은 하늘이의 나눔 이야기 토토북";""
653;"callor@callor.com";"2019-01-23";"11:36:00";"톡 꼬마 철";"[톡 꼬마 철학자 2]장애란 뭘까? 톡";""
654;"callor@callor.com";"2019-08-08";"13:51:26";"톡 꼬마 철";"[톡 꼬마 철학자 3]삶과 죽음에 대한 커다란 책 톡";""
655;"callor@callor.com";"2019-06-20";"16:49:43";"어린이를 위";"(어린이를 위한)양성평등 이야기 파라주니어";""
656;"callor@callor.com";"2017-11-13";"10:16:11";"마시얼의 27";"마시얼의 27일간 경제탐험 - 소설로 읽는 경제 이야기 파라주니어";""
657;"callor@callor.com";"2019-01-18";"14:44:04";"나도 잘하고 ";"나도 잘하고 싶다구 - 책보다 무거운 어깨를 짊어진 십대들의 진짜 외침 팜파스";""
658;"callor@callor.com";"2019-01-19";"13:39:52";"나란 놈, 너";"나란 놈, 너란 녀석 - 열일곱 살, 친구 관계를 생각하다 팜파스";""
659;"callor@callor.com";"2019-01-24";"12:08:54";"내가 먼저 ";"[내가 먼저 시리즈 4]내가 먼저 조심하는 안전생활 - Safe 푸른날개";""
660;"callor@callor.com";"2019-07-29";"10:50:07";"생각이 자라";"[생각이 자라는 나무 23]경제교과서, 세상에 딴지걸다 푸른숲";""
661;"callor@callor.com";"2019-05-03";"11:46:46";"어린이를 위";"(어린이를 위한)바람의 딸, 우리 땅에 서다 1 푸른숲주니어";""
662;"callor@callor.com";"2019-05-03";"14:47:20";"어린이를 위";"(어린이를 위한)바람의 딸, 우리 땅에 서다 2 푸른숲주니어";""
663;"callor@callor.com";"2019-03-03";"12:59:40";"우리 얼 그";"[우리 얼 그림책 2]안녕, 태극기! 푸른숲주니어";""
664;"callor@callor.com";"2019-04-01";"16:07:16";"장바구니는 왜";"장바구니는 왜 엄마를 울렸을까? 풀빛";""
665;"callor@callor.com";"2019-06-19";"09:24:54";"피노키오에게도";"피노키오에게도 인권이 있을까? - 명작 동화와 함께 읽는 세계인권선언 플러스예감";""
666;"callor@callor.com";"2019-05-24";"12:24:32";"공부하고 놀";"[공부하고 놀자 4]착한 설탕 사 오너라 - 공정무역 세계사 여행 학고재";""
667;"callor@callor.com";"2019-08-03";"09:14:17";"학고재 그림";"[학고재 그림책 2]노자 할아버지 같이 놀아요! 학고재";""
668;"callor@callor.com";"2019-12-22";"14:09:23";"학고재 쇳대";"[학고재 쇳대 3]떡볶이 주세요 - 음식 유래담  학고재";""
669;"callor@callor.com";"2019-02-04";"09:06:23";"열두 살 직";"[열두 살 직업체험 시리즈 ]독수리 오남매, 법률가를 만나다! 한겨레아이들";""
670;"callor@callor.com";"2019-09-14";"14:59:19";"지구마을 리";"[지구마을 리포트 1]아프리카 국경버스 한겨레아이들";""
671;"callor@callor.com";"2019-11-02";"16:05:29";"한국 속 지구";"한국 속 지구마을 리포트 한겨레아이들";""
672;"callor@callor.com";"2019-11-01";"14:01:58";"다문화 백과사";"다문화 백과사전 - 혼자보다 우리가 똑똑하다 한권의책";""
673;"callor@callor.com";"2019-06-28";"14:12:42";"세계 유명 ";"[세계 유명 박물관 여행 시리즈 7]미리 가본 국립민속박물관 한림출판사";""
674;"callor@callor.com";"2019-09-19";"11:00:28";"좌충우돌 선거";"좌충우돌 선거운동 - 아이들의 선거, 어른들의 선거 한림출판사";""
675;"callor@callor.com";"2019-09-13";"11:24:12";"열린 마음 ";"[열린 마음 다문화 10](단야바드 인도) 가네샤 신의 선물 한솔수북";""
676;"callor@callor.com";"2019-03-02";"13:10:33";"열린 마음 ";"[열린 마음 다문화 8](즈드라스트부이쩨 러시아) 마법 인형 마트료시카 한솔수북";""
677;"callor@callor.com";"2019-06-09";"13:21:58";"열린 마음 ";"[열린 마음 다문화 9](너머스떼 네팔) 히말라야 환상 여행 한솔수북";""
678;"callor@callor.com";"2019-06-20";"17:26:58";"철학그리다 ";"[철학그리다 2. 칸트]칸트 교수의 정신없는 하루 함께읽는책";""
679;"callor@callor.com";"2019-04-03";"14:43:43";"공부는 왜하나";"공부는 왜하나? 해그림";""
680;"callor@callor.com";"2019-07-09";"14:07:42";"청소년을 위한";"청소년을 위한 정신 의학 에세이 해냄출판사";""
681;"callor@callor.com";"2019-03-19";"14:55:52";"피어라 우리";"[피어라 우리 문화 3]한식, 우주를 담은 밥상 해와나무";""
682;"callor@callor.com";"2019-08-03";"09:36:40";"세모 지식 ";"[세모 지식 박물관 4]종이는 힘이 세다  현암사";""
683;"callor@callor.com";"2019-03-05";"17:04:46";"인권 지킴이";"[인권 지킴이 1]나는 어린이 병사 - 총을 들고 죽어가는 분쟁지역의 아이들 현암사";""
684;"callor@callor.com";"2019-03-05";"10:55:19";"인권 지킴이";"[인권 지킴이 2]나는 어린이 노동자 - 세계 2억 노동하는 아이들의 이야기 현암사";""
685;"callor@callor.com";"2019-05-02";"12:45:05";"철학에게 미래";"철학에게 미래를 묻다 - 미래를 읽는 22가지 생활 속 화두 휴머니스트";""
